"pid","location","treatment","operation","anatomy"
"412","取一绳，从乳头量至脐中点，截去一半，绳端置乳头上，一端向下直量，尽处是穴，仰臥取之，左右计二穴。","腹中积块疼痛，萎黄病，病后极度衰弱。","一般用灸法，可灸3～7壮，或隨年壮。","在第八肋胸骨端，左边下有肝臟，右侧下有胃体；有肋间动、静脉；布有七、八和八、九肋间神经前皮支。"
"413","在腹部，脐下1.5寸，左右旁开1.5寸，即气海旁一寸半。","妇人血弱气喘，腹痛肠鸣。","直刺2.5寸，局部沉胀。可灸50壮。","在腹直肌及其鞘处；有十一肋间动、静脉分支，外侧为腹壁下动、静脉；布有第十一肋间神经。"
"414","仰臥，在腹中部，平脐，左右旁开各2.5寸处取之，计2穴。","不嗜食，水肿，下痢，肾炎，慢性肠胃病。","直刺0.5～0.8寸，局部有沉胀感。艾灸3～50壮.","在腹直肌及其鞘中；有第十肋间动、静脉上支及腹壁下动、静脉；布有第十肋间神经分支。"
"415","在腹下部正中线上，脐下2.3寸处。","此穴可以绝孕，并可治疗小儿深秋冷痢不止。","灸3～49壮。","在腹白线上，深部为小肠；有腹壁浅动、静脉分支，腹壁下动、静脉分支；布有第十一肋间神经前皮支的內侧支。"
"416","在中极旁开2.5寸处取之，左右计2穴。","月经不调，赤白带下，阴茎痛，便秘，睪丸炎，卵巢炎。","直刺0.5～0.8寸，局部有沉胀感，并可向前阴部传导。","在腹直肌外缘，腹內斜肌、腹横肌腱膜；外侧有腹壁下动、静脉；布有髂腹下神经。"
"417","位於小腹部，脐下1.5寸，左右旁开各3寸，即气海穴两旁各开三寸处。","月经不调，赤白带下，五淋，大小便不通，腹膜炎，肠炎。","直刺0.5～0.7寸，局部有沉胀感，可向下放散。可灸3～5壮。","在腹內、外斜肌及腹横肌；布有第十肋间动、静脉和肋间神经。"
"418","位於腹股沟部，耻骨联合上缘旁开三寸，即曲骨穴旁开三寸。","偏坠，睪丸炎等。","直刺0.3～1寸。艾炷灸3～5壮；艾条灸5～10分钟。","在腹股沟韧带中点，腹內斜肌下部，有腹外斜肌腱膜；內侧为股动、静脉；正当股神经通过处。"
"419","位於胸侧部，从左右乳头处侧旁开四寸之肋骨间是穴，与乳头相平，上臂后伸取之。左右计二穴。","腹痛，胸膜炎，肋间神经痛。","男左女右灸3～14壮。","在胸大肌外下部、胸小肌下部起端处，深层为第四肋间內、外肌；有胸腹壁静脉，胸外侧动、静脉分支；布有胸前神经肌支及第四肋间神经。"
"420","在胸侧部，腋前皱襞直下第三、四肋骨间，举臂取之，左右计二穴。","完穀不化，噁心呕吐，胸膜炎，胸肌痉挛、肌间神经痛。","直刺0.3～0.5寸，局部有酸胀感。灸3壮。","在胸大肌外下部、胸小肌下部起端处，深层为第四肌间內、外肌；有胸腹壁静脉，胸外侧动、静脉分支；布有胸前神经肌支及第四肌间神经。"
"421","在腋中线上，腋窝下1寸处。","腋下狐臭，噫噦，胸闷，胸膜炎，肋间神经痛。","直刺0.3寸。","在胸大肌的外下缘，深层为喙肱肌；外侧为腋动脉；布有尺神经、正中神经、前臂內侧皮神经及臂內侧皮神经。"
"422","在腋中线上，腋窝下2寸处，举臂取之。","胸胁支满，噫噦，喘逆，目黄等。","斜刺0.3～0.4寸。灸三壮。","在前锯肌和肋间內外肌中；有胸腹壁静脉，胸外侧动、静脉；布有第二肋间神经外侧皮神经。"
"423","位於侧部脐平线与腋中线交点处。","腹肌紧张。","斜刺向上方，沿肋弓下缘进针2～3寸。","针经皮肤、皮下组织崆迁腹外斜肌、腹內斜肌、腹横肌及腹横筋膜、结肠后结缔组织。浅层布有肋下神经外侧皮支和腹壁浅静脉；深层有第十一肋间神经、肋下神经和髂腹下神经分支。"
"424","患者平臥，上肢外展30度，于腋前皮肤与躯干平行之主横纹顶端。","上肢疼痛。","直刺1.5～3寸，针感麻窜，到手术或手部，使全臂酸胀、麻、沉重为好。","位於胸大肌束中，深部有臂丛神经以及腋动静脉。"
"425","在背部，当第7颈椎棘突下，旁开0.5寸。","哮喘，咳嗽，支气管炎，呼吸困难，蕁麻疹，落枕，项背部酸痛，上肢疼痛不举。","直刺或斜刺（针尖稍向脊柱）0.5～1寸。","在斜方肌、菱形肌、头夹肌、最长肌中；有颈横动脉和颈深动脉分支；布有第七、八颈神经后支。"
"427","在背部，当第8胸椎棘突下，旁开1.5寸。","胃痛，胰腺炎，胸胁痛，消渴，咳嗽，咽乾，","斜刺0.5～0.8寸，局部酸胀或治肋间传至前胸部。灸3～7壮。","在斜方肌下缘、背阔肌、最长肌中；有第八肋间动、静脉背侧支的內侧支；布第八胸神经后支內侧皮支，深层为第八胸神经后支外侧支。"
"428","在腰部，当第1腰椎棘突下，旁开3.5寸。","痞块，肝脾肿大，疝痛，腰痛，肠炎，咳逆。","直刺0.5～1寸。灸3～7壮。","在背阔肌、髂肋肌中；有第一腰动、静脉背侧支；布有第十二胸神经后支外侧支，深层为第一腰神经后支。"
"429","在腰部，当后正中线上，第三腰椎棘突下。","腰痛，腹痛，腹泻，小便不利，遗尿，肠疝痛，下肢疼痛。","直刺0.5～1寸，局部酸胀。可灸3～7壮。","在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支、棘间皮下静脉丛；布有腰神经后支內侧支。"
"430","在腰部，当第四腰椎棘突下，旁开3寸。","腰痛，妇人血崩，脊柱肌痉挛。","直刺0.5～1寸，或横刺3寸；局部沉胀感。艾灸3～7壮。","当背阔肌、髂肋肌：有第二腰动、静脉背侧支：布有第十二胸神经后支外侧支，第一腰神经外侧支。"
"431","在腰部，当第四腰椎棘突下，旁开约3.5寸凹陷中。","虚弱羸瘦，肺结核，腰痛，妇科病，消渴，尿频。","直刺或横刺1.5～2.5寸。","在背阔肌、髂肋肌中；有第二腰动、静脉背侧支；布有第十二胸神经后支外侧支，第一腰神经外侧支。"
"432","在腰部，当后正中线上，第五腰椎棘突下。","腰骶痛，腿痛，痛经，崩漏，遗尿。","直刺1.5～2寸。","在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支；布有腰神经后支內侧支、棘间皮下神经丛。"
"433","在骶部，当尾骨端直上二寸。","癲癇，头痛，失眠，便秘。","向上沿皮刺2～2.5寸。","在棘上韧带中；有第二、三骶动、静脉；布有第二、三骶神经后支。"
"434","位於骶部，第一骶背侧孔下2寸，正中线左右各旁开1.5寸处取之，左右计2穴。","腰背痛连胸，大小便难。","直刺0.5寸，局部发胀。艾灸3～7壮。","在臀大肌中；有骶外侧动、静脉后支的外侧支臀下动、静脉分支；布有第一、二、三骶神经后支外侧支，第五腰神经后支。"
"435","在背部后正中线上，第四胸椎棘突下陷处取穴。","胸膈胀满，心臟疾患，咳嗽，哮喘。","直刺0.3～0.5寸；可灸。","有棘上韧带及棘间韧带；为第四肋间动脉背侧支，棘间皮下静脉丛分佈处，布有第四肋间神经后支之內侧支。"
"436","位於背部中线，第十二胸椎棘突与第一腰椎棘突之间凹陷中取穴。","脱肛，小儿痢下赤白，小儿癲癇，消化不良，脊神经痛，胃痉挛，肠疝痛，慢性肠炎。","斜刺0.5～1寸，局部沉胀。可灸。","在腰背脊膜、棘上韧带中；有第十二肋间动脉后支、棘间皮下静脉丛；布有第十二肋间神经后支內侧支。"
"437","位於背部，第十、十一胸椎棘突中间旁开2.5寸。","胆病恐惧多惊，癔病。","斜刺0.3～0.5寸。灸3～7壮。","在背阔肌、最长肌和髂肋肌之间；有第十肋间动静脉背侧支的內侧支；布有第十胸神经后支內侧皮支，深层为第十胸神经后支外侧支。"
"438","位於骶后正中线上当第三骶椎棘突处取穴。","吐血，衄血，大便下血，妇人血崩及其他血病。","艾灸3～7壮。","在骶后韧带、腰背筋膜中；有骶中动、静脉后支，棘间静脉丛；布有尾神经分支。"
"439","位於背部正中线，第五胸椎棘突之上缘，计一穴。俯臥取之。","中风不语。","灸7壮。","穴在腹背筋膜、棘上韧带及棘间韧带中，上有第四肋间动脉后支、棘间皮下静脉丛，布有第四、五胸神经后支內侧支。"
"440","在肩胛骨冈下窝，肩胛骨外、上、下三角之中心点，左右计2穴。正坐垂臂或俯臥取之。","癲狂；肩关节周围炎。","针向上斜刺1～1.5寸，大拇指向前，食指向后，前捻。局部沉麻胀感向肩臂部放射。灸3壮。","在冈下窝中央冈下肌中；有旋肩胛动、静脉肌支；布有肩胛上神经。"
"441","据《外台秘要》，位於背部，取穴时，先以绳量取足大趾端经足跟至膕横纹长度，然后此绳一端从鼻尖沿头正中线向后量至脊背，尽端作点標记（非穴）；再从此点旁开经鼻柱底至口角端距离处，左右计2穴。","骨蒸潮热，五劳七伤，面黄肌瘦，饮食无味，咳嗽，遗精盗汗。","艾炷灸3～7壮。","在骶脊肌、斜方肌及菱形肌中；有第五¯六胸神经后支，布有第五或第六肋间动、静脉背侧支。"
"444","在骶部正中线。第二、三骶椎棘突之间点近上方取穴。","泄痢，便下脓血久不愈，难產，肠炎。","艾灸3～7壮，或50壮。","当棘上韧带处；有第二、三骶动、静脉；布有第二、三骶神经后支。"
"445","在臀裂下端，尾骨上1寸处及其左右旁开各1寸处取之，一排计3穴。","腰痛不能俯仰，腰卒痛，淋病，便秘，尿闭，痔疮；骶骨神经痛，肛门诸肌痉挛。","灸3～7壮。","在棘上韧带处；有骶尾间动、静脉后支，棘间静脉丛；布有尾神经分支。"
"446","俯臥，在第二、三腰椎棘突间旁开各1寸处取穴。","呕吐，泄泻腹痛，帛筋，霍乱。","直刺0.5～0.8寸；可灸。","同夹脊穴相应部位。"
"447","在肘后部，屈肘，当尺骨鹰嘴的尖端。","痈疽，瘰癧，疔疮，肠痈。","艾灸3～7壮。","有浅筋膜；肘关节动脉网；布有前臂背侧皮神经。"
"448","在前臂掌侧，腕横纹上四寸，橈侧腕屈肌腱的两侧，一侧二穴。","痔漏，下血，里急后重，或痒或疼，脱肛。","直刺0.5～0.8寸。","在指浅层肌中；有橈动、静脉和骨间掌侧动、静脉；布有前臂內侧皮神经、前臂外侧皮神经、正中神经和橈神经。"
"449","在腕背侧横纹中，当指总伸肌腱橈侧的凹陷中。","胸中气满，目中白翳，掌中热，胃气上逆，唾血，心腹中诸气痛。","直刺0.3～0.5寸。","在拇长伸肌腱与食指固有肌腱之间，腕背侧韧带中；有橈动脉腕背支、腕背静脉网；布有橈神经浅支。"
"450","在中指背，侧近侧指间关节的中点处。","牙痛，五噎反胃，吐食，吞酸，鼻血，食道痉挛，食慾减退，胃扩张，呃逆，白癜风。","灸3～5壮。","有指背动脉和神经。"
"451","在拇指背侧指间关节的中点处。","衄多不止，风眩烂眼，內障久痛，吐泻，目痛，目翳。","灸3～5壮。","有指背动、静脉；橈神经的指背神经。"
"452","在小指背侧近侧指间关节的中点处。","手节疼，目痛，眼疾及烂眩风眼，目赤肿痛，目翳，耳聋，喉痛，指关节痛。","灸3～5壮。","有指背动脉和神经。"
"453","伏掌取穴，有二点，一处在手背第二三掌骨间中点，第二指伸肌腱橈侧凹陷处；一处在手背第四、五掌骨间中点，第四指伸肌腱尺侧凹陷处。","晕厥，痰壅，气促，气攻，耳鸣，目眩，头痛，小儿急慢惊风，手背红肿疼痛，腕关节炎，急性腰扭伤。","直刺0.3～0.5寸。局部酸麻向上肢传导，边捻针边活动腰部。","在第二、四掌背侧骨间肌中；有手背静脉网和掌背动脉；布有掌背神经、指掌侧总神经、橈神经和尺神经支。"
"454","在手背侧，第二、三掌骨之间，掌指关节后0.5寸。","掌指麻痹，不能伸屈，消化不良，落枕。","直刺或斜刺，深0.5～1寸。","在骨间背侧肌中；有掌背劝脉、手背静脉网；布有橈神经分支。"
"455","在手背侧，微握拳，第一～五指间，指蹼缘后方赤白肉际处，左右共八穴。","头风牙痛，手臂红肿，手指麻木，头项强痛，咽痛，齿痛，目痛，烦热，毒蛇咬伤。","向上斜刺0.5～0.8寸。","在骨间肌中；有手背静脉网、掌背动脉；布有尺橈神经的手背支。"
"456","在第二～五指掌侧，近端指关节的中央，一侧四穴。","小儿疳积、消化不良、百日咳、肠虫症、腹泻。","点刺0.1～0.2寸。","入皮后有指纤维鞘、指滑液鞘、屈指深肌腱，深部为指关节腔；有指掌侧固有动、静脉分支；布有指掌侧固有神经。"
"457","在手十指尖端，距指甲游离缘0.1寸，左右共十穴。","高热神昏，中暑吐泻，扁桃腺炎，高血压，昏迷，晕厥，小儿惊厥，指端麻木。","直刺0.1～0.2寸。","有指掌侧固有动、静脉形成的动、静脉网；布有指掌侧固有神经。"
"458","垂肩，当腋前皱襞头与肩锁关节连线之中点取穴。","肩內侧痛，肩关节周围炎，偏瘫，麻痹。","直刺0.8～1.2寸；可灸。","在喙肱肌；有胸肩峰动、静脉，旋肱前、后动、静脉；布有锁骨上神经后支，深部为腋神经。"
"459","位於手背第二、四掌骨小头高点，左右计4穴。","手指拘挛，麻木，痛疼。","艾灸5壮。","有指背动、静脉；布有橈尺神经的手背支。"
"460","位於手背第三掌骨小头之高点处，取穴时握拳，掌心向下。","翳膜疼痛，小儿热毒气盛眼睛痛，白癜风，","艾灸3壮","有指背动、静脉；布有尺、橈神经的手背支。"
"461","位於手拇指橈侧缘，远近指节骨横纹橈侧端，左右计2穴。大指甲后约1寸，內侧横纹头，屈指取之。","五指不能伸屈，小儿雀目。","针1～2分。局部有痛麻感觉，有时感觉可达指尖。灸1～3壮。","null"
"462","位於手背部，大指与食指指蹼之间，将手握起，从第一掌骨小头高点至第二掌骨小头高点连线之中点处取之，左右计2穴。","心痛，肩痛，眩晕，失眠，盗汗头痛，烦热，唇紧，牙痛，扁桃体炎。","针4～6分。胀、麻感至指尖。艾灸5壮。","在骨部肌处；有手背静脉网，掌背动脉；布有橈神经的手背支。"
"463","位於拇指背侧，沿爪甲根中点向皮肤部1分处一穴，两侧爪甲角外约1分二穴，左右计6穴。","乳蛾，咽喉肿痛，闭塞，水粒不下，口颊炎，喉头炎，耳下腺炎，脑溢血，流行性感冒。","各穴用针点刺后，挤出少量血液。","拇指伸肌腱；有指掌侧固有动脉和指橈侧静脉所形成的动、静脉网。布有第一指背神经和前臂外侧皮神经的吻合支，正中神经的指掌侧固有神经的末梢网。"
"464","位於手腕部尺侧缘，尺骨茎突之高点处取之左右计2穴。","豌豆疮","艾灸三壮，男左女右。、","在尺侧腕屈肌腱尺侧，尺骨小头上；有尺动、静脉分支；布有前臂內侧皮神经、尺神经。"
"465","位於前臂远端橈侧，橈骨茎突上方之静脉处，腕横纹上2寸处取穴，左右计2穴。","手痹风邪，下牙痛，下牙疳，面颊痛。","艾灸3～7壮。禁针。","在橈侧腕屈肌腱与拇长展肌之间；有头静脉；布有橈神经浅支，前臂外侧皮神经。"
"466","位於上臂橈侧，肩峰与肘横纹橈侧端连线之中点处取穴，左右计2穴","头晕目眩，丹毒，失神，上臂痛，腹痛；腹膜炎。","针5分。痛麻感觉至肘。艾灸3～7壮。","在肱骨外侧，三角肌下端，肱三头肌外侧缘；有旋后动脉的分支、肱深动脉；布有前臂背侧皮神经，深层有橈神经本干。"
"467","天泉下2.5寸。","上肢瘫痪，抬臂困难，腕下垂。","直刺1～2寸。","针经皮肤、皮下组织，穿过肱二头肌，到达肱肌中。浅层布有臂內侧皮神经；深层有肌皮神经肌支和肱动、静脉分支。"
"468","肩峰前下方3.5寸，抬肩穴下2寸。","上肢瘫痪，小儿麻痹后遗症等疾病。","直刺0.6～1.5寸。","针经皮肤、皮下组织，到达三角肌深面。浅层布有锁骨上神经；深层有腋动、静脉分支及腋神经肌支。"
"469","肩峰前下方1.5寸。","上肢瘫痪等疾病。","直刺0.5～1.5寸。","针经皮肤、皮下组织，到达三角肌深面。浅层布有锁骨上神经；深层有腋神经肌支的旋肱前后动、静脉分佈。"
"470","尺泽下1寸。","甲状腺肿，上肢掌侧疾病。","直刺0.5～1.5寸。","针经皮肤、皮下组织，穿过肱橈肌及橈侧腕长伸肌，到达旋后肌中；浅层布有前臂外侧皮神经分支和头静脉属支；深层有橈神经浅支。"
"471","郄门穴上3寸。","咯血，衄血，心臟病症，乳腺炎，胸膜炎。","直刺0.6～1.5寸。","针经皮肤，皮下组织，穿过橈侧腕屈肌、指浅屈肌、指深屈肌，到达骨间膜上。浅层布有前臂內、外侧皮神经；深层有正中神经和骨间掌侧动、静脉。"
"472","在大腿前面下部，当梁丘两旁各1.5寸，一侧二穴。","腿痛妇人阴中痛，小腹绞痛，腹中寒。","直刺0.5寸。艾炷灸3～7壮；灸条灸5～10分钟。","在外侧肌中，有旋股外侧动脉降支和股外侧皮神经分支。"
"473","在膝上部，髕底的中点上方凹陷处。","两足瘫痪无力，鹤膝风，脚气，膝关节酸痛。","直刺0.5～0.8寸。","在股四头肌腱中；有膝关节动脉网；布有股神经前皮支及肌支。"
"474","屈膝，在大腿內侧，髕底內侧端三寸，即血海上一寸。","肾臟风疮，皮肤瘙痒，风疹块，下部生疮，蛔虫病。","直刺0.5～2.5寸。","在股內侧肌中；有股动、静脉；布有股神经前皮支，深层有股神经肌支。"
"475","屈膝，在髕韧带內侧凹陷处。","鹤膝风，疥癩，腿疼，中风，脚风，膝关节炎。","直刺0.5～1寸。温针灸。","在髕韧带內侧；有膝关节动、静脉网；浅层分佈有隐神经的髕下支，股外侧皮神经分支，深层有脛腓总神经分支。"
"476","屈膝，在髕韧带两侧凹陷处，在內侧的称內膝眼，在外侧的称外膝眼。","鹤膝风，疥癩，腿疼，中风，脚气，膝关节炎。","针5分。局部有酸胀感觉。艾灸3～5壮。","在髕骨韧带內外侧各一横指处；有膝关节动静脉网；浅层分佈有隐神经的髕下支、股外侧皮神经分支，深层有脛腓总神经分支。"
"477","在小腿外侧上部，当腓骨小头前下方凹陷处（阳陵泉）直下二寸。","急、慢性胆囊炎，胆结石症，胆道蛔虫症，胆绞痛，胃窦炎，下肢痿痹，胸胁痛。","直刺1～2寸。","在腓骨长肌、趾长伸肌处；有脛前动、静脉分支；布有腓肠外侧皮神经、腓浅神经。"
"478","在小腿前侧上部，当犊鼻下五寸，脛骨前缘旁开一横指。","急、慢性阑尾炎，胃脘疼痛，消化不良，下肢痿痹，足下垂。","直刺1.5～2.5寸。","在脛骨前肌、趾长伸肌中；有脛前动、静脉；布有腓肠外侧皮神经、腓深神经。"
"479","在足內侧面，內踝的凸起处。","脚內廉转筋，诸恶漏，小儿不语，霍乱转筋，牙痛，扁桃体炎。","斜刺或平刺0.5～1寸，局部酸困。艾灸5壮。","有小腿十字韧带；在脛骨前肌腱与趾长屈肌之间；其下有拇展肌。"
"480","在足外侧面，外踝的凸起处。","卒淋，脚气，脚外廉转筋，十趾拘挛，牙痛，牙痈，淋病，啵儿重舌，白虎历节风痛，扁桃体炎。","针刺出血。艾灸3～7壮。","有小腿十字韧带、腓骨长短肌腱；布有腓肠神经。"
"481","在足背侧，第一～五趾间，趾蹼缘后方赤白肉际处，一侧四穴，左右共八穴。","脚气，脚背红肿，疟疾，毒蛇咬伤，足趾青紫症，末梢神经炎。","向上斜刺0.5～0.8寸，或用三棱针点刺出血。","在跨骨间肌中；有趾背动、静脉；布有腓浅、深神经。"
"482","在足第二趾的跖侧远侧趾间关节的中点。","胃痛，泛酸，呕吐，小腹急痛，疝气，积聚，难產，胎衣不下。","直刺0.1～0.2寸。","在趾短、长屈肌腱中；有趾底动、静脉；布有足底內侧神经的趾足底固有神经。"
"483","在足十趾尖端，距趾甲游离缘0.1寸，左右共十穴。","脚气，中风昏迷，足趾麻木，脚背红肿，疼痛。","直刺0.1～0.2寸。","有足底內、外动脉的趾底固有动脉和足背动脉的趾背动脉。"
"484","位於臀部，当股骨大转子与骶管裂孔连线的內1/3折点。亦即环跳穴与腰俞连线的中点处。侧臥，屈上腿伸下腿取之，或用俯臥位取之。左右计2穴。","坐骨神经痛，腰、股、膝部痛。","针1～2寸。麻酸感觉至足。艾灸3～7壮。","在臀大肌、梨状肌下缘；內侧为臀下动、静脉；布有臀下皮神经、臀下神经、深部有坐骨神经。"
"485","髀关穴下2.5寸。","小儿麻痹后遣症，偏瘫等。","直刺1～2寸。","针经皮肤、皮下组织，穿过股直肌外侧，到达股中肌中。浅层布有股外侧皮神经的分支；深层有旋股外侧动、静脉和股神经分支。"
"486","臥位，阳陵泉后方，当腓骨小头后下缘处取穴。","膝腿酸痛，足下垂，足內翻。","直刺0.6～1.2寸；可灸。","在腓骨长肌与比目鱼肌上端；有膕动脉分支；布有腓总神经。"
"487","解溪穴上二横指，脛骨外缘。","嗜睡，脑炎后遗症，头晕，健忘，小儿麻痹后遣症，足下垂等。","直刺0.5～1寸。","针经皮肤、皮下组织，穿过脛骨前肌，到达拇长伸肌中。浅层布有腓浅神经分支；深层有腓深神经及脛前动、静脉。"
"488","位於膝外侧缘，在膕横纹上1寸处取之。","妇人阴中痛，小腹绞痛，腹中痛。","直刺0.5寸，艾炷灸3～7壮，艾条灸5～10分钟。","布有髂脛束、股外肌；膝上外侧动脉、静脉；皮下有股外侧皮神经末支。"
"489","位於足內踝下缘前后凹陷处。每侧二穴，左右计四穴。","月经过多，赤白带下，肠出血，尿闭。","直刺0.2～0.3寸。艾炷灸3～7壮；艾条灸5～15分钟。","一穴在內踝下缘，外展拇肌止点前方；另一穴在外展拇肌止点后方，布有脛后动脉、静脉；深部为脛神经本干。"
"490","于足后跟正中线赤白肉际处取穴，左右计2穴。","霍乱转筋，牙痛，牙槽风，惊悸癲狂，齿齦炎，齿槽脓疡。","针0.1～0.2寸，局部胀感。艾灸3～7壮。","有腓动、静脉的跟骨外侧支；布腓肠神经跟骨外侧支，布有小腿內侧皮神经及脛神经的跟骨神经。"
"491","位於足背，与第一、二跖骨间隙中点相平，拇长伸肌腱脛侧凹陷中。举足取之，左右计2穴。","疝气上冲，呼吸困难。","针0.2～0.3寸。酸胀感至趾尖。艾灸3壮。","在足拇长伸肌腱外缘；有足背静脉网、第一跖背侧动脉；布有腓深神经的跖背侧神经，深层为脛神经足底內侧神经。"
"492","举足，即足底第二、三跖趾关节前方凹陷处取穴，与內庭穴相对，左右计2穴。","五趾疼痛，癲癇，小儿搐搦。","直刺0.3～0.5寸，酸胀感觉至趾尖。艾灸3～5壮。","有跖腱膜；布有足底內侧神经及足底外侧动脉分支。"
"493","位中足拇趾背侧，趾节横纹之中点。","卒中恶闷热毒欲死，淋病，睪丸炎，肠疝痛，腰痛。","直刺0.1～0.2寸。艾炷灸3～5壮；艾条灸5～10分钟。","有足拇长伸肌腱、拇短伸肌腱；布有趾背动脉；趾背神经。"
"494","膕窝横纹中央直下9.5寸。","小儿麻痹后遗症。","直刺1～2寸。","针经皮肤、皮下组织，穿过小腿三头肌腱上份，到达拇长屈肌中。浅层布有腓肠神经和小隐静脉；深层有脛后动、静脉和脛神经分佈。"
"495","髕骨上缘中点直上4.5寸。","下肢瘫痪等病症。","直刺1～2寸。","针经皮肤、皮下组织，穿过股直肌，到达股中间肌中。浅层布有股神经前皮支；深层有股神经和股动脉的肌支。"
"496","內外踝高点连线与跟腱相交处。","小儿麻痹后遗症，足下垂。","直刺0.5～0.8寸。","针经皮肤、皮下组织，到达跟腱中。浅层布有腓肠神经分支；深面內侧有脛后动、静脉和脛神经。"
"497","委中穴直上2寸。","小儿麻痹后遣症，腿痛。","直刺2～3寸。","针经皮肤、皮下组织，到达半膜肌与股二头肌之间。浅层布有股后皮神经；深层有脛神经（或坐骨神经）和膕动、静脉。"
"498","承山穴內开一寸。","小儿麻痹后遗症，足外翻。","直刺2～3寸。","针经皮肤、皮下组织，穿过腓肠肌与比目鱼肌，到达趾长层肌中。浅层布有腓肠內侧皮神经；深层有脛后动脉和脛神经分支。"
"499","承山穴外开一寸。","小儿麻痹后遗症，足內翻。","直刺2¯3寸。","在腓肠肌与比目鱼肌中，深部趾长屈肌。浅层布有腓肠外侧皮神经；深层有脛神经和腓动脉后支。"
"500","小腿內侧，脛骨內髁与內踝高点线之中点，脛骨內缘后约一横指。","腹痛、下肢痛。","直刺。1～5寸。","在腓肠肌，比目鱼肌中，布有大隐静脉和隐神经。"
"501","位於小腿外侧，当腓骨小头与外踝高点联线中点。","腹痛，下肢痛。","直刺1～1.5寸。","在腓肠肌、比目鱼肌中；布有腓浅神经、腓肠外侧皮神经分支，和脛前动、静脉。"
